column_labels,von Frey stimulations_index
0.0,34
0.0998874872427983,35
0.1997749744855967,36
0.2996624617283951,37
0.3995499489711934,38
0.4994374362139918,39
0.5993249234567901,40
0.6992124106995885,41
0.7990998979423868,42
0.8989873851851852,43
0.9988748724279836,44
1.098762359670782,45
1.19864984691358,46
1.298537334156379,47
1.398424821399177,48
1.498312308641975,49
1.598199795884774,50
1.698087283127572,51
1.79797477037037,52
1.897862257613169,53
1.997749744855967,54
2.097637232098765,55
2.197524719341564,56
2.297412206584362,57
2.39729969382716,58
2.497187181069959,59
2.597074668312757,60
2.696962155555556,61
2.796849642798354,62
2.896737130041152,63
2.996624617283951,64
3.096512104526749,65
3.196399591769547,66
3.296287079012346,67
3.396174566255144,68
3.496062053497942,69
3.595949540740741,70
3.695837027983539,71
3.795724515226337,72
3.895612002469136,73
3.995499489711934,74
4.095386976954733,75
4.195274464197531,76
4.295161951440329,77
4.395049438683127,78
4.494936925925926,79
4.594824413168724,80
4.694711900411523,81
4.794599387654321,82
4.89448687489712,83
4.994374362139918,84
5.094261849382716,85
5.194149336625514,86
5.294036823868312,87
5.393924311111111,88
5.493811798353909,89
5.593699285596708,90
5.693586772839506,91
5.793474260082305,92
5.893361747325103,93
5.993249234567902,94
6.0931367218107,95
6.193024209053498,96
6.292911696296296,97
6.392799183539094,98
6.492686670781893,99
6.592574158024691,100
6.69246164526749,101
6.792349132510288,102
6.892236619753087,103
6.992124106995885,104
7.092011594238683,105
7.191899081481481,106
7.29178656872428,107
7.391674055967078,108
7.491561543209876,109
7.591449030452675,110
7.691336517695473,111
7.791224004938272,112
7.89111149218107,113
7.990998979423868,114
8.090886466666667,115
8.190773953909465,116
8.290661441152263,117
8.390548928395061,118
8.490436415637861,119
8.590323902880659,120
8.690211390123457,121
8.790098877366255,122
8.889986364609053,123
8.989873851851852,124
9.08976133909465,125
9.189648826337448,126
9.289536313580246,127
9.389423800823046,128
9.489311288065844,129
9.589198775308642,130
9.68908626255144,131
9.78897374979424,132
9.888861237037036,133
9.988748724279835,134
10.08863621152263,135
10.18852369876543,136
10.28841118600823,137
10.38829867325103,138
10.48818616049383,139
10.58807364773662,140
10.68796113497942,141
10.78784862222222,142
10.88773610946502,143
10.98762359670782,144
11.08751108395062,145
11.18739857119342,146
11.28728605843621,147
11.38717354567901,148
11.48706103292181,149
11.58694852016461,150
11.68683600740741,151
11.78672349465021,152
11.886610981893,153
11.9864984691358,154
12.0863859563786,155
12.1862734436214,156
12.2861609308642,157
12.386048418107,158
12.48593590534979,159
12.58582339259259,160
12.68571087983539,161
12.78559836707819,162
12.88548585432099,163
12.98537334156379,164
13.08526082880658,165
13.18514831604938,166
13.28503580329218,167
13.38492329053498,168
13.48481077777778,169
13.58469826502058,170
13.68458575226338,171
13.78447323950617,172
13.88436072674897,173
13.98424821399177,174
14.08413570123457,175
14.18402318847737,176
14.28391067572016,177
14.38379816296296,178
14.48368565020576,179
14.58357313744856,180
14.68346062469136,181
14.78334811193416,182
14.88323559917695,183
14.98312308641975,184
15.08301057366255,185
15.18289806090535,186
15.28278554814815,187
15.38267303539095,188
15.48256052263375,189
15.58244800987654,190
15.68233549711934,191
15.78222298436214,192
15.88211047160494,193
15.98199795884774,194
16.08188544609053,195
16.18177293333333,196
16.28166042057613,197
16.38154790781893,198
16.48143539506173,199
16.58132288230453,200
16.68121036954733,201
16.78109785679012,202
16.88098534403292,203
16.98087283127572,204
17.08076031851852,205
17.18064780576132,206
17.28053529300411,207
17.38042278024691,208
17.48031026748971,209
17.58019775473251,210
17.68008524197531,1
17.77997272921811,2
17.87986021646091,3
17.9797477037037,4
18.0796351909465,5
18.1795226781893,6
18.2794101654321,7
18.3792976526749,8
18.4791851399177,211
18.57907262716049,212
18.67896011440329,213
18.77884760164609,214
18.87873508888889,215
18.97862257613169,216
19.07851006337448,217
19.17839755061728,218
19.27828503786008,219
19.37817252510288,220
19.47806001234568,221
19.57794749958848,222
19.67783498683128,223
19.77772247407407,224
19.87760996131687,225
19.97749744855967,226
20.07738493580247,227
20.17727242304527,228
20.27715991028807,229
20.37704739753086,230
20.47693488477366,231
20.57682237201646,232
20.67670985925926,233
20.77659734650206,234
20.87648483374486,235
20.97637232098765,236
21.07625980823045,237
21.17614729547325,238
21.27603478271605,239
21.37592226995885,240
21.47580975720165,241
21.57569724444445,242
21.67558473168724,243
21.77547221893004,244
21.87535970617284,245
21.97524719341564,246
22.07513468065844,247
22.17502216790124,248
22.27490965514403,249
22.37479714238683,250
22.47468462962963,251
22.57457211687243,252
22.67445960411523,253
22.77434709135802,254
22.87423457860082,255
22.97412206584362,256
23.07400955308642,257
23.17389704032922,258
23.27378452757202,259
23.37367201481482,260
23.47355950205761,261
23.57344698930041,262
23.67333447654321,263
23.77322196378601,264
23.87310945102881,265
23.97299693827161,266
24.0728844255144,267
24.1727719127572,268
24.2726594,269
24.3725468872428,270
24.4724343744856,271
24.57232186172839,272
24.67220934897119,273
24.77209683621399,274
24.87198432345679,275
24.97187181069959,276
25.07175929794239,277
25.17164678518519,278
25.27153427242799,279
25.37142175967078,280
25.47130924691358,281
25.57119673415638,282
25.67108422139918,283
25.77097170864198,284
25.87085919588477,285
25.97074668312757,286
26.07063417037037,287
26.17052165761317,288
26.27040914485597,289
26.37029663209876,290
26.47018411934156,291
26.57007160658436,292
26.66995909382716,293
26.76984658106996,294
26.86973406831276,295
26.96962155555556,296
27.06950904279836,297
27.16939653004115,298
27.26928401728395,299
27.36917150452675,300
27.46905899176955,301
27.56894647901235,302
27.66883396625514,303
27.76872145349794,304
27.86860894074074,305
27.96849642798354,306
28.06838391522634,307
28.16827140246913,308
28.26815888971193,309
28.36804637695473,310
28.46793386419753,311
28.56782135144033,312
28.66770883868313,313
28.76759632592593,314
28.86748381316873,315
28.96737130041152,316
29.06725878765432,317
29.16714627489712,318
29.26703376213992,319
29.36692124938272,320
29.46680873662551,321
29.56669622386831,322
29.66658371111111,323
29.76647119835391,324
29.86635868559671,325
29.9662461728395,326
30.0661336600823,327
30.1660211473251,328
30.2659086345679,329
30.3657961218107,330
30.4656836090535,331
30.5655710962963,332
30.6654585835391,333
30.76534607078189,334
30.86523355802469,335
30.96512104526749,336
31.06500853251029,337
31.16489601975309,338
31.26478350699588,339
31.36467099423868,340
31.46455848148148,341
31.56444596872428,342
31.66433345596708,343
31.76422094320988,344
31.86410843045267,345
31.96399591769547,346
32.06388340493827,347
32.16377089218107,348
32.26365837942387,349
32.36354586666667,350
32.46343335390947,351
32.56332084115226,352
32.66320832839506,353
32.76309581563786,354
32.86298330288066,355
32.96287079012345,356
33.06275827736626,357
33.16264576460905,358
33.26253325185185,359
33.36242073909465,360
33.46230822633745,361
33.56219571358024,362
33.66208320082305,363
33.76197068806584,364
33.86185817530864,365
33.96174566255144,366
34.06163314979424,367
34.16152063703704,368
34.26140812427983,369
34.36129561152264,370
34.46118309876543,371
34.56107058600823,372
34.66095807325103,373
34.76084556049383,374
34.86073304773662,375
34.96062053497943,376
35.06050802222222,377
35.16039550946502,378
35.26028299670782,379
35.36017048395062,380
35.46005797119341,381
35.55994545843621,382
35.65983294567901,383
35.75972043292181,384
35.85960792016461,385
35.95949540740741,386
36.05938289465021,387
36.159270381893,388
36.25915786913581,389
36.3590453563786,390
36.4589328436214,391
36.5588203308642,392
36.658707818107,393
36.75859530534979,394
36.85848279259259,395
36.95837027983539,396
37.05825776707819,397
37.15814525432098,398
37.25803274156379,399
37.35792022880658,400
37.45780771604938,401
37.55769520329218,402
37.65758269053498,403
37.75747017777778,404
37.85735766502058,405
37.95724515226338,406
38.05713263950617,407
38.15702012674897,408
38.25690761399177,409
38.35679510123457,410
38.45668258847736,411
38.55657007572017,412
38.65645756296296,413
38.75634505020576,414
38.85623253744856,415
38.95612002469136,416
39.05600751193415,417
39.15589499917696,418
39.25578248641975,419
39.35566997366255,420
39.45555746090535,421
39.55544494814815,422
39.65533243539095,423
39.75521992263374,424
39.85510740987655,425
39.95499489711934,426
40.05488238436214,427
40.15476987160494,428
40.25465735884774,429
40.35454484609053,430
40.45443233333334,431
40.55431982057613,432
40.65420730781893,433
40.75409479506173,434
40.85398228230453,435
40.95386976954732,436
41.05375725679012,437
41.15364474403292,438
41.25353223127572,439
41.35341971851852,440
41.45330720576132,441
41.55319469300412,442
41.65308218024691,443
41.75296966748972,444
41.85285715473251,445
41.95274464197531,446
42.0526321292181,447
42.15251961646091,448
42.2524071037037,449
42.3522945909465,450
42.4521820781893,451
42.5520695654321,452
42.6519570526749,453
42.7518445399177,454
42.85173202716049,455
42.95161951440329,456
43.05150700164609,457
43.15139448888889,458
43.25128197613169,459
43.35116946337448,460
43.45105695061729,461
43.55094443786008,462
43.65083192510288,463
43.75071941234568,9
43.85060689958848,10
43.95049438683127,11
44.05038187407408,12
44.15026936131687,13
44.25015684855967,14
44.35004433580247,15
44.44993182304527,464
44.54981931028806,465
44.64970679753086,466
44.74959428477366,467
44.84948177201646,468
44.94936925925926,469
45.04925674650206,470
45.14914423374486,471
45.24903172098765,472
45.34891920823046,473
45.44880669547325,474
45.54869418271605,475
45.64858166995885,476
45.74846915720165,477
45.84835664444444,478
45.94824413168724,479
46.04813161893004,480
46.14801910617284,481
46.24790659341564,482
46.34779408065844,483
46.44768156790123,484
46.54756905514403,485
46.64745654238683,486
46.74734402962963,487
46.84723151687243,488
46.94711900411523,489
47.04700649135803,490
47.14689397860082,491
47.24678146584362,492
47.34666895308642,493
47.44655644032922,494
47.54644392757201,495
47.64633141481482,496
47.74621890205761,497
47.84610638930041,498
47.94599387654321,499
48.04588136378601,500
48.14576885102881,501
48.24565633827161,502
48.3455438255144,503
48.4454313127572,504
48.5453188,505
48.6452062872428,506
48.7450937744856,507
48.84498126172839,508
48.9448687489712,509
49.04475623621399,510
49.14464372345679,511
49.24453121069959,512
49.34441869794239,513
49.44430618518518,514
49.54419367242799,515
49.64408115967078,516
49.74396864691358,517
49.84385613415638,518
49.94374362139918,519
50.04363110864197,520
50.14351859588477,521
50.24340608312757,522
50.34329357037037,523
50.44318105761317,524
50.54306854485597,525
50.64295603209877,526
50.74284351934156,527
50.84273100658437,528
50.94261849382716,529
51.04250598106996,530
51.14239346831275,531
51.24228095555556,532
51.34216844279835,533
51.44205593004115,534
51.54194341728395,535
51.64183090452675,536
51.74171839176955,537
51.84160587901235,538
51.94149336625514,539
52.04138085349794,540
52.14126834074074,541
52.24115582798354,542
52.34104331522634,543
52.44093080246913,544
52.54081828971194,545
52.64070577695473,546
52.74059326419753,547
52.84048075144033,548
52.94036823868313,549
53.04025572592592,550
53.14014321316873,551
53.24003070041152,552
53.33991818765432,553
53.43980567489712,554
53.53969316213992,555
53.63958064938272,556
53.73946813662551,557
53.83935562386831,558
53.93924311111111,559
54.03913059835391,560
54.13901808559671,561
54.23890557283951,562
54.3387930600823,563
54.43868054732511,564
54.5385680345679,565
54.6384555218107,566
54.7383430090535,567
54.8382304962963,568
54.93811798353909,569
55.03800547078189,570
55.13789295802469,571
