0,1,2,3
430.0,461.0,3.4742153040705595,2.0
92.0,904.0,3.482257544976144,2.0
328.0,370.0,3.4911234288249737,2.0
32.0,601.0,3.4958967869934945,2.0
626.0,941.0,3.5048093823042596,2.0
837.0,845.0,3.508380125004254,2.0
150.0,168.0,3.5087398444775793,2.0
851.0,877.0,3.5185505083759803,2.0
286.0,512.0,3.5201781578945623,2.0
570.0,591.0,3.530321739359899,2.0
280.0,991.0,3.545895910828004,3.0
910.0,920.0,3.5463903655441618,2.0
338.0,1080.0,3.547421842849039,3.0
946.0,949.0,3.549440384477312,2.0
28.0,39.0,3.5505456849599053,2.0
52.0,55.0,3.5649617362047183,2.0
874.0,1027.0,3.5656190792664058,3.0
506.0,1000.0,3.570579976531868,3.0
581.0,584.0,3.5724679022780785,2.0
11.0,23.0,3.5775317188320406,2.0
348.0,1016.0,3.5888532110837454,3.0
662.0,685.0,3.592584993085006,2.0
131.0,161.0,3.5946622145550844,2.0
5.0,19.0,3.5959468662422567,2.0
787.0,807.0,3.6149006325944764,2.0
536.0,1140.0,3.6250184532134875,3.0
441.0,475.0,3.6254578298798505,2.0
36.0,78.0,3.6275334498769665,2.0
654.0,691.0,3.6286331586030127,2.0
292.0,296.0,3.6315902743793,2.0
659.0,1037.0,3.6380266306256615,3.0
511.0,520.0,3.640464755296042,2.0
428.0,429.0,3.647118613807364,2.0
38.0,83.0,3.6590132803255,2.0
179.0,356.0,3.6636167828747204,2.0
656.0,1007.0,3.6638655086518903,3.0
694.0,709.0,3.6678037447582628,2.0
681.0,684.0,3.67810427998002,2.0
725.0,728.0,3.6894636531133598,2.0
533.0,554.0,3.6922978723307995,2.0
1030.0,1124.0,3.6989986899140903,6.0
966.0,1014.0,3.7121206573584242,4.0
406.0,997.0,3.7192361276584607,3.0
689.0,708.0,3.7248870916875743,2.0
287.0,302.0,3.746488293383176,2.0
989.0,998.0,3.7498345966293662,5.0
839.0,846.0,3.752203737435741,2.0
248.0,1063.0,3.7580785353143695,3.0
577.0,595.0,3.76369921242553,2.0
295.0,1149.0,3.764852112338338,3.0
526.0,1081.0,3.7666489547680544,3.0
532.0,541.0,3.773161785268201,2.0
29.0,477.0,3.788795673829036,2.0
326.0,330.0,3.794458216857754,2.0
784.0,1070.0,3.7991306060797596,4.0
440.0,445.0,3.815327140515902,2.0
116.0,120.0,3.815648862342364,2.0
513.0,523.0,3.81778695557006,2.0
271.0,303.0,3.82385586490525,2.0
49.0,125.0,3.831840905530766,2.0
615.0,623.0,3.8394056984976426,2.0
711.0,730.0,3.8435165338178674,2.0
110.0,145.0,3.844703104005692,2.0
609.0,754.0,3.847350723701734,2.0
262.0,269.0,3.84851989376407,2.0
1101.0,1179.0,3.857330893906689,4.0
391.0,393.0,3.861044948300185,2.0
236.0,1003.0,3.8819205037314184,3.0
437.0,462.0,3.88747662780293,2.0
246.0,930.0,3.887614697087379,2.0
34.0,215.0,3.8891464486559757,2.0
714.0,822.0,3.8908672657203813,2.0
527.0,559.0,3.9008058258457763,2.0
899.0,1154.0,3.915883112964869,3.0
233.0,942.0,3.916723139223271,2.0
757.0,773.0,3.917869052423736,2.0
847.0,849.0,3.9216632659902233,2.0
153.0,364.0,3.9237891585330935,2.0
717.0,759.0,3.9243630598878454,2.0
