Component,Explained_Variance,Explained_Variance_Ratio,Cumulative_Variance_Ratio
PC378,0.07528911820676906,7.852521070389927e-05,0.9898514218920201
PC379,0.07391957257564546,7.709679897835304e-05,0.9899285186909985
PC380,0.07371549441916318,7.68839490922138e-05,0.9900054026400907
PC381,0.07306532126775227,7.620583006353363e-05,0.9900816084701543
PC382,0.07250837659384433,7.562494667811629e-05,0.9901572334168324
PC383,0.0720745875453957,7.517251241879978e-05,0.9902324059292512
PC384,0.07146065179981764,7.453218835964725e-05,0.9903069381176108
PC385,0.07117788119896157,7.423726365416577e-05,0.990381175381265
PC386,0.07046059022368246,7.348914192938865e-05,0.9904546645231944
PC387,0.07011194404427479,7.31255101675727e-05,0.990527790033362
PC388,0.06951134114229772,7.249909202707065e-05,0.9906002891253891
PC389,0.06862340634886699,7.157299183615086e-05,0.9906718621172252
PC390,0.06823068650925665,7.116339203092654e-05,0.9907430255092562
PC391,0.0676540130447571,7.056193186794773e-05,0.9908135874411241
PC392,0.0673401285098958,7.023455588289518e-05,0.990883821997007
PC393,0.0670736391579554,6.995661223034774e-05,0.9909537786092373
PC394,0.06644769812528095,6.93037668703584e-05,0.9910230823761076
PC395,0.06582013826971547,6.864923310689673e-05,0.9910917316092145
PC396,0.06563660352353737,6.845780963218498e-05,0.9911601894188466
PC397,0.06513634584480725,6.793604977413163e-05,0.9912281254686208
PC398,0.06463165424119707,6.740966541131923e-05,0.9912955351340321
PC399,0.06409605476248904,6.685104468470983e-05,0.9913623861787169
PC400,0.0635867254900719,6.631982331584772e-05,0.9914287060020327
PC401,0.06315475078947272,6.586928138905632e-05,0.9914945752834218
PC402,0.06257294710397691,6.526247049685815e-05,0.9915598377539186
PC403,0.062287937674105086,6.496521073254772e-05,0.9916248029646512
PC404,0.06192574494229145,6.458745015760013e-05,0.9916893904148087
PC405,0.061460956273182925,6.41026838454978e-05,0.9917534930986542
PC406,0.06083511409392052,6.344994158785838e-05,0.9918169430402421
PC407,0.06046515259679862,6.306407832892044e-05,0.991880007118571
PC408,0.06009699113087329,6.268009247049337e-05,0.9919426872110415
PC409,0.059305431148174485,6.185450949241288e-05,0.9920045417205339
PC410,0.05887112014560829,6.140153084423865e-05,0.9920659432513781
PC411,0.05865033886255051,6.117125989427246e-05,0.9921271145112723
PC412,0.05812556138670402,6.062392632409657e-05,0.9921877384375964
PC413,0.05806726447888468,6.056312368649192e-05,0.992248301561283
PC414,0.05729892227196895,5.976175643544963e-05,0.9923080633177184
PC415,0.0570475595876156,5.9499589628053414e-05,0.9923675629073464
PC416,0.056749298715316046,5.91885088450679e-05,0.9924267514161915
PC417,0.05635619864844772,5.8778512469578714e-05,0.9924855299286611
PC418,0.05616919339681007,5.8583469319421824e-05,0.9925441133979805
PC419,0.05531738864827978,5.769505212248739e-05,0.992601808450103
PC420,0.05464735522130992,5.699621917976429e-05,0.9926588046692828
PC421,0.05438044646731446,5.671783809833565e-05,0.9927155225073812
PC422,0.05419547985066884,5.652492120820293e-05,0.9927720474285894
PC423,0.053318515250757044,5.5610262733935625e-05,0.9928276576913233
PC424,0.053199104529278445,5.548571947605525e-05,0.9928831434107993
PC425,0.05259559157669296,5.4856266204545865e-05,0.9929379996770038
PC426,0.052248175538136134,5.449391745775e-05,0.9929924935944615
PC427,0.052110896320589836,5.435073767639721e-05,0.9930468443321379
PC428,0.05139781463593468,5.360700616684683e-05,0.9931004513383047
PC429,0.05108386427653428,5.327956152797118e-05,0.9931537308998327
PC430,0.050852163331502206,5.3037901564854484e-05,0.9932067688013976
PC431,0.05048393896784331,5.265385010521043e-05,0.9932594226515028
PC432,0.04969814929433459,5.1834285456946647e-05,0.9933112569369598
PC433,0.0494835117385799,5.1610422305244975e-05,0.993362867359265
PC434,0.049381830172197716,5.15043702406832e-05,0.9934143717295058
PC435,0.049024092840435345,5.1131256568716124e-05,0.9934655029860745
PC436,0.04889821731893979,5.099997063944338e-05,0.9935165029567139
PC437,0.0485903938327776,5.067891622034245e-05,0.9935671818729342
PC438,0.048191631631019964,5.026301433890756e-05,0.9936174448872731
PC439,0.047874524336049176,4.993227707240195e-05,0.9936673771643455
PC440,0.04763589548787863,4.968339142957693e-05,0.993717060555775
PC441,0.04735435812218757,4.938975296643016e-05,0.9937664503087414
PC442,0.04691731138108301,4.8933920991636187e-05,0.993815384229733
PC443,0.0461934242737103,4.817891961844747e-05,0.9938635631493515
PC444,0.045966781464258186,4.794253520074352e-05,0.9939115056845523
PC445,0.04561009714142492,4.757051979835379e-05,0.9939590762043506
PC446,0.045262595693650896,4.7208081971264025e-05,0.9940062842863219
PC447,0.045181736439669204,4.712374720805383e-05,0.9940534080335299
PC448,0.044889755311872004,4.681921608685156e-05,0.9941002272496168
PC449,0.0444255087377252,4.6335015170149055e-05,0.9941465622647869
PC450,0.04410622151292925,4.6002004275622314e-05,0.9941925642690626
PC451,0.043696132830129214,4.5574289075987236e-05,0.9942381385581386
PC452,0.043411723636188344,4.527765534707308e-05,0.9942834162134857
PC453,0.04323607158153389,4.5094453379367285e-05,0.9943285106668651
PC454,0.043029555227604266,4.487906049667223e-05,0.9943733897273618
PC455,0.04258872552980093,4.4419282965349905e-05,0.9944178090103272
PC456,0.042051885755968875,4.385936863299416e-05,0.9944616683789602
PC457,0.04192486743538532,4.3726890784605944e-05,0.9945053952697448
PC458,0.0415535490362808,4.333961230104289e-05,0.9945487348820459
PC459,0.041225158000240104,4.299710629336794e-05,0.9945917319883393
PC460,0.04081475893354777,4.2569067368855725e-05,0.9946343010557082
PC461,0.040758604545526204,4.2510499341279254e-05,0.9946768115550494
PC462,0.04040363029148721,4.214026751021545e-05,0.9947189518225596
PC463,0.04012490013268488,4.184955691390624e-05,0.9947608013794735
PC464,0.03989895995177688,4.161390532527224e-05,0.9948024152847988
PC465,0.03951212747247203,4.121044593209536e-05,0.9948436257307309
PC466,0.03885508766382002,4.052516510208812e-05,0.994884150895833
PC467,0.03878294279262872,4.0449919285077164e-05,0.9949246008151181
PC468,0.038561032705328846,4.021847101237078e-05,0.9949648192861305
PC469,0.03806135702241115,3.9697318165594595e-05,0.995004516604296
PC470,0.03775558158270703,3.937839982250946e-05,0.9950438950041185
PC471,0.03760790231750677,3.9224372976497e-05,0.995083119377095
PC472,0.03728888724666146,3.8891645933698474e-05,0.9951220110230288
PC473,0.037158639421033264,3.875579976900984e-05,0.9951607668227977
PC474,0.03698719992497718,3.8576991424969964e-05,0.9951993438142227
PC475,0.036677321726973994,3.825379397797746e-05,0.9952375976082006
PC476,0.03638892801255643,3.795300446510091e-05,0.9952755506126657
PC477,0.03633931032196846,3.7901254096643135e-05,0.9953134518667623
PC478,0.036155154185465714,3.770918252287892e-05,0.9953511610492852
PC479,0.035865334000775566,3.740690522688861e-05,0.9953885679545121
PC480,0.0355265034385703,3.705351097916986e-05,0.9954256214654913
PC481,0.03538942291666547,3.691053843383582e-05,0.9954625320039251
PC482,0.03500747296740548,3.651217143262305e-05,0.9954990441753577
PC483,0.03478008900623066,3.6275014006859306e-05,0.9955353191893646
PC484,0.03443421039909907,3.591426877368512e-05,0.9955712334581382
PC485,0.03422233760105493,3.569328921508345e-05,0.9956069267473533
PC486,0.03379168323421734,3.5244124372913264e-05,0.9956421708717262
PC487,0.03366652169808058,3.5113583117666106e-05,0.9956772844548439
PC488,0.03330776324077813,3.473940442992916e-05,0.9957120238592738
PC489,0.03326309988613517,3.469282134571174e-05,0.9957467166806195
PC490,0.03277784452068231,3.418670863347709e-05,0.9957809033892531
PC491,0.03272796892634322,3.413468927599566e-05,0.9958150380785291
PC492,0.032647024855774254,3.405026605059404e-05,0.9958490883445797
PC493,0.032462054411307194,3.385734516811166e-05,0.9958829456897479
PC494,0.032206715772480805,3.359103151094246e-05,0.9959165367212588
PC495,0.03187992240681984,3.325019184504694e-05,0.9959497869131039
PC496,0.031643867321715646,3.30039905913063e-05,0.9959827909036951
PC497,0.03150671195872922,3.286093998805577e-05,0.9960156518436832
PC498,0.031138168544068076,3.2476555763893096e-05,0.9960481283994471
PC499,0.03105242292814779,3.23871246121218e-05,0.9960805155240593
PC500,0.030973067383094518,3.2304358190569125e-05,0.9961128198822499
PC501,0.030603709702023012,3.191912470102832e-05,0.9961447390069509
