Component,Explained_Variance,Explained_Variance_Ratio,Cumulative_Variance_Ratio
PC325,0.1302656180858722,0.00013586880444836912,0.9813408365414409
PC326,0.12920055792538407,0.0001347579322719847,0.9814755944737129
PC327,0.12801427763998008,0.00013352062586307288,0.9816091150995759
PC328,0.12675637322652297,0.00013220861451826755,0.9817413237140942
PC329,0.1261207698997954,0.00013154567163759927,0.9818728693857318
PC330,0.12575313155022647,0.00013116221985838631,0.9820040316055902
PC331,0.12485360119618691,0.00013022399751265728,0.9821342556031029
PC332,0.12366174274202457,0.00012898087299815974,0.982263236476101
PC333,0.12312447830447054,0.00012842049891115414,0.9823916569750122
PC334,0.12239644522095044,0.00012766115054195108,0.9825193181255542
PC335,0.12117843669764512,0.00012639075115106712,0.9826457088767052
PC336,0.12031495305846204,0.00012549012601727937,0.9827711990027225
PC337,0.11893802498995452,0.00012405397138777312,0.9828952529741103
PC338,0.11831927642635769,0.00012340860825339156,0.9830186615823637
PC339,0.11769403699726895,0.0001227564750583664,0.9831414180574221
PC340,0.11648128275649518,0.00012149155595534568,0.9832629096133774
PC341,0.11569937669487713,0.0001206760173401376,0.9833835856307175
PC342,0.11507449769922419,0.00012002426008206897,0.9835036098907995
PC343,0.11485792383766025,0.00011979837061040453,0.9836234082614099
PC344,0.11396155179572655,0.00011886344242698939,0.9837422717038369
PC345,0.1130357796507169,0.00011789784953776557,0.9838601695533746
PC346,0.11174367449682754,0.00011655016635735189,0.983976719719732
PC347,0.1115625614792656,0.00011636126302639041,0.9840930809827584
PC348,0.11133887347001464,0.00011612795340230888,0.9842092089361607
PC349,0.11037696908860185,0.00011512467410101197,0.9843243336102617
PC350,0.10962591554309478,0.00011434131507808478,0.9844386749253398
PC351,0.10858647003458179,0.00011325715933072719,0.9845519320846705
PC352,0.10809565756893005,0.00011274523527972781,0.9846646773199502
PC353,0.10737945124590631,0.00011199822238194652,0.9847766755423322
PC354,0.10684579670685045,0.00011144161346797991,0.9848881171558002
PC355,0.10628295891662612,0.00011085456602768197,0.9849989717218278
PC356,0.10448127328243331,0.00010897538350272585,0.9851079471053306
PC357,0.10382326779196584,0.00010828907486178159,0.9852162361801924
PC358,0.1025892310428841,0.00010700195781426903,0.9853232381380067
